# QT Clean v2 real-person names from Wikidata structured data (CC0-1.0)
# Format: source<TAB>Vietnamese/Latin target<TAB>type<TAB>provenance
宮崎安貞	Miyazaki Yasusada	person_name_japanese	wikidata:Q551135:japan
宮崎繁三郎	Shigezaburō Miyazaki	person_name_japanese	wikidata:Q28284:japan
宮崎葵	Aoi Miyazaki	person_name_japanese	wikidata:Q253873:japan
宮崎駿	Hayao Miyazaki	person_name_japanese	wikidata:Q55400:japan
宮本茂	Shigeru Miyamoto	person_name_japanese	wikidata:Q12382:japan
宮本輝	Teru Miyamoto	person_name_japanese	wikidata:Q554484:japan
宮澤賢治	Kenji Miyazawa	person_name_japanese	wikidata:Q55993:japan
富㭴义博	Yoshihiro Togashi	person_name_japanese	wikidata:Q550311:japan
富樫義博	Yoshihiro Togashi	person_name_japanese	wikidata:Q550311:japan
富田芳郎	Tomita Yoshirō	person_name_japanese	wikidata:Q39343:japan
寺內壽一	Hisaichi Terauchi	person_name_japanese	wikidata:Q168339:japan
寺内寿一	Hisaichi Terauchi	person_name_japanese	wikidata:Q168339:japan
寿美菜子	Minako Kotobuki	person_name_japanese	wikidata:Q50029:japan
小仓优子	Yūko Ogura	person_name_japanese	wikidata:Q253715:japan
小倉優子	Yūko Ogura	person_name_japanese	wikidata:Q253715:japan
